Fecha;Aplicacion;Pais;Dispositivo;Instalaciones;Desinstalaciones;Impresiones
28/12/2017;eticsearch;ES;hero2lte;1;0;0
29/12/2017;eticsearch;ES;herolte;3;1;0
01/03/2018;eticsearch;ES;hlte;4;1;0
02/03/2018;eticsearch;ES;hwALE-H;3;1;0
03/03/2018;eticsearch;ES;hwG7-L01;1;2;0
04/03/2018;eticsearch;ES;hwRIO-L01;1;1;0
05/03/2018;eticsearch;AD;j3xnlte;1;2;0
06/03/2018;eticsearch;ES;j5nlte;2;3;0
07/03/2018;eticsearch;AD;j7xelte;1;2;0
09/03/2018;eticsearch;ES;jflte;3;0;0
10/03/2018;eticsearch;AD;k15tb_a;3;1;0
11/03/2018;eticsearch;ES;kccat6;1;2;0
12/03/2018;eticsearch;AD;klimtlte;3;1;0
13/03/2018;eticsearch;ES;klte;1;1;0
14/03/2018;eticsearch;ES;konawifi;2;1;0
15/03/2018;eticsearch;ES;ks01lte;1;2;0
16/03/2018;eticsearch;ES;l5510;4;2;0
17/03/2018;eticsearch;ES;m7;1;0;0
18/03/2018;eticsearch;ES;matissevewifi;1;1;0
19/03/2018;eticsearch;ES;meliuslte;5;3;0
20/03/2018;eticsearch;ES;ms01lte;6;5;0
21/03/2018;eticsearch;ES;p1;4;2;0
22/03/2018;eticsearch;ES;serranolte;4;0;0
23/03/2018;eticsearch;ES;t03g;2;0;0
25/03/2018;eticsearch;GB;titan_umtsds;1;0;0
26/03/2018;eticsearch;ES;trlte;4;1;0
29/03/2018;eticsearch;ES;viennalte;2;4;0
03/01/2018;eticsearch;ES;w7n;6;1;0
04/01/2018;eticsearch;ES;young2nfc3g;5;1;0
05/01/2018;eticsearch;ES;zenlte;5;2;0
07/01/2018;eticsearch;ES;zeroflte;2;3;0
08/01/2018;eticsearch;ES;zerolte;2;2;0
09/01/2018;eticsearch;ES;A0001;3;1;0
10/01/2018;eticsearch;ES;A8;3;3;0
11/01/2018;eticsearch;ES;ASUS_Z00E_2;4;0;0
12/01/2018;eticsearch;ES;Aquaris_E10;3;0;0
15/01/2018;eticsearch;ES;Aquaris_E4;3;0;0
16/01/2018;eticsearch;ES;Aquaris_E45;3;2;0
17/01/2018;eticsearch;ES;Aquaris_E5;5;2;0
18/01/2018;eticsearch;ES;Aquaris_E5_HD;3;4;0
21/01/2018;eticsearch;ES;Aquaris_E6;1;1;0
22/01/2018;eticsearch;ES;Aquaris_M5;2;2;0
23/01/2018;eticsearch;ES;Aquaris_M55;2;0;0
24/01/2018;eticsearch;ES;Aquaris_X5;6;5;0
25/01/2018;eticsearch;ES;Aquaris_X5_Plus;4;3;0
26/01/2018;eticsearch;ES;j5xnlte;3;3;0
27/01/2018;eticsearch;ES;C5303;1;2;0
29/01/2018;eticsearch;ES;C6603;2;1;0
30/01/2018;eticsearch;ES;hwp7;1;0;0
31/01/2018;eticsearch;ES;D2005;2;2;0
02/01/2017;eticsearch;ES;j5xnlte;2;2;0
03/01/2017;eticsearch;ES;OnePlus2;3;3;0
04/01/2017;eticsearch;ES;D6503;3;1;0
06/01/2017;eticsearch;ES;D6603;1;2;0
07/01/2017;eticsearch;ES;DOOGEE;1;1;0
09/01/2017;eticsearch;ES;hwp7;5;1;0
10/01/2017;eticsearch;ES;E5823;5;7;0
11/01/2017;eticsearch;ES;j5xnlte;5;5;0
12/01/2017;eticsearch;ES;Edison_3;12;5;0
13/01/2017;eticsearch;ES;HWEVA;2;2;0
15/01/2017;eticsearch;IT;HWGRA;2;3;0
16/01/2017;eticsearch;ES;HWVNS-H;4;3;0
17/01/2017;eticsearch;IT;MyWigo;3;1;0
18/01/2017;eticsearch;ES;OUKITEL;10;2;0
19/01/2017;eticsearch;IT;Omega6_4G;10;3;0
20/01/2017;eticsearch;ES;OnePlus;5;4;0
21/01/2017;eticsearch;IT;OnePlus3;2;2;0
22/01/2017;eticsearch;ES;P653A10;3;2;0
23/01/2017;eticsearch;IT;P809A20;4;2;0
24/01/2017;eticsearch;ES;P839V55;7;3;0
25/01/2017;eticsearch;IT;PRO5;1;2;0
26/01/2017;eticsearch;ES;Paris;6;3;0
27/01/2017;eticsearch;IT;S5420;7;2;0
28/01/2017;eticsearch;ES;UMI_TOUCH;1;1;0
29/01/2017;eticsearch;IT;VodafoneSmart4turbo;2;3;0
30/01/2017;eticsearch;ES;a3ulte;7;5;0
31/01/2017;eticsearch;IT;a3xelte;4;2;0
01/06/2017;eticsearch;ES;a5ulte;2;2;0
03/06/2017;eticsearch;IT;a5xelte;2;1;0
04/06/2017;eticsearch;ES;angler;1;2;0
05/06/2017;eticsearch;IT;arubaslimss;4;1;0
06/06/2017;eticsearch;ES;baffinlite;3;1;0
07/06/2017;eticsearch;IT;bullhead;3;1;0
08/06/2017;eticsearch;ES;chagalllte;6;3;0
09/06/2017;eticsearch;IT;chagallwifi;5;3;0
12/06/2017;eticsearch;ES;coreprimelte;4;4;0
13/06/2017;eticsearch;IT;coreprimevelte;2;1;0
14/06/2017;eticsearch;ES;dragon;1;2;0
16/06/2017;eticsearch;IT;espresso10rf;5;0;0
19/06/2017;eticsearch;ES;g3;6;4;0
20/06/2017;eticsearch;IT;gemini;3;2;0
21/06/2017;eticsearch;ES;goldenvess3g;1;3;0
22/06/2017;eticsearch;ES;grandneove3g;3;2;0
23/06/2017;eticsearch;ES;grandprimelte;3;0;0
25/06/2017;eticsearch;ES;grandprimevelte;1;1;0
26/06/2017;eticsearch;ES;hammerhead;5;4;0
27/06/2017;eticsearch;ES;hero2lte;2;1;0
28/06/2017;eticsearch;ES;herolte;2;0;0
29/06/2017;eticsearch;ES;hlte;5;1;0
01/11/2017;eticsearch;ES;hwALE-H;1;2;0
02/11/2017;eticsearch;ES;hwG7-L01;2;0;0
03/11/2017;eticsearch;ES;hwRIO-L01;1;1;0
05/11/2017;eticsearch;ES;hwY635;1;1;0
06/11/2017;eticsearch;ES;hws10231l;2;1;0
07/11/2017;eticsearch;ES;j3xnlte;4;0;0
08/11/2017;eticsearch;ES;j5nlte;1;3;0
09/11/2017;eticsearch;ES;j5xnlte;3;3;0
10/11/2017;eticsearch;ES;j7e3g;5;2;0
13/11/2017;eticsearch;ES;j7xelte;5;1;0
14/11/2017;eticsearch;ES;jflte;7;1;0
16/11/2017;eticsearch;ES;k15tb_a;4;3;0
17/11/2017;eticsearch;ES;kccat6;5;3;0
18/11/2017;eticsearch;ES;kenzo;1;2;0
19/11/2017;eticsearch;ES;klimtlte;1;0;0
20/11/2017;eticsearch;ES;klte;3;3;0
21/11/2017;eticsearch;ES;konawifi;4;1;0
22/11/2017;eticsearch;ES;ks01lte;4;1;0
25/11/2017;eticsearch;ES;l5460;2;2;0
26/11/2017;eticsearch;ES;l5510;1;2;0
27/11/2017;eticsearch;ES;libra;3;3;0
28/11/2017;eticsearch;ES;m0;4;2;0
29/11/2017;eticsearch;ES;m7;4;3;0
30/11/2017;eticsearch;ES;matissevewifi;5;3;0
01/10/2016;eticsearch;ES;meliuslte;314;19;0
02/10/2016;eticsearch;ES;ms01lte;321;13;0
03/10/2016;eticsearch;ES;osprey_u2;367;59;0
04/10/2016;eticsearch;ES;p1;403;44;0
05/10/2016;eticsearch;US;peregrine;473;87;0
06/10/2016;eticsearch;ES;s3ve3g;512;56;0
07/10/2016;eticsearch;ES;serranolte;525;19;0
08/10/2016;eticsearch;ES;slte;526;4;0
09/10/2016;eticsearch;ES;t03g;526;7;0
10/10/2016;eticsearch;ES;tblte;537;17;0
11/10/2016;eticsearch;ES;titan_umtsds;546;19;0
12/10/2016;eticsearch;ES;trlte;546;2;0
13/10/2016;eticsearch;ES;OnePlus2;554;13;0
14/10/2016;eticsearch;ES;w7n;564;16;0
15/10/2016;eticsearch;ES;young2nfc3g;563;3;0
16/10/2016;eticsearch;ES;zenlte;563;4;0
17/10/2016;eticsearch;ES;zeroflte;572;16;0
18/10/2016;eticsearch;ES;zerolte;590;22;0
19/10/2016;eticsearch;ES;HWCUN-L6735;596;12;0
20/10/2016;eticsearch;ES;HWVNS-H;617;32;0
21/10/2016;eticsearch;ES;Edison_3;627;11;0
22/10/2016;eticsearch;ES;j3xnlte;625;3;0
23/10/2016;eticsearch;ES;zeroflte;626;4;0
24/10/2016;eticsearch;ES;trlte;628;7;0
25/10/2016;eticsearch;ES;zeroflte;628;6;0
26/10/2016;eticsearch;ES;a3ulte;640;17;0
27/10/2016;eticsearch;ES;hwALE-H;646;10;0
28/10/2016;eticsearch;ES;HWLYO-L6735;650;8;0
29/10/2016;eticsearch;ES;HWVNS-H;651;2;0
30/10/2016;eticsearch;ES;chaozu;648;1;0
31/10/2016;eticsearch;ES;hero2lte;648;3;0
01/08/2017;eticsearch;ES;manta;5;2;0
02/08/2017;eticsearch;ES;VF-895N;2;0;0
03/08/2017;eticsearch;ES;capricorn;2;1;0
04/08/2017;eticsearch;ES;hammerhead;4;1;0
08/08/2017;eticsearch;ES;htc_a31ul;1;1;0
10/08/2017;eticsearch;ES;hwRIO-L01;1;1;0
11/08/2017;eticsearch;ES;ASUS_Z010;1;2;0
12/08/2017;eticsearch;ES;OnePlus2;1;0;0
15/08/2017;eticsearch;ES;hammerhead;2;1;0
16/08/2017;eticsearch;ES;j5xnlte;1;4;0
17/08/2017;eticsearch;ES;zeroflte;4;2;0
18/08/2017;eticsearch;ES;Aquaris_E5;3;1;0
20/08/2017;eticsearch;ES;YT3;3;1;0
21/08/2017;eticsearch;ES;a3ulte;2;2;0
22/08/2017;eticsearch;ES;a5ulte;3;1;0
23/08/2017;eticsearch;ES;hwALE-H;3;3;0
24/08/2017;eticsearch;ES;j5xnlte;2;3;0
25/08/2017;eticsearch;ES;kenzo;2;2;0
26/08/2017;eticsearch;ES;a3ulte;1;2;0
28/08/2017;eticsearch;ES;hwALE-H;1;1;0
29/08/2017;eticsearch;ES;HWMLA;2;2;0
30/08/2017;eticsearch;ES;trlte;2;0;0
01/12/2016;eticsearch;ES;Aquaris_E5;5;3;0
02/12/2016;eticsearch;ES;j3xnlte;4;1;0
03/12/2016;eticsearch;ES;j5xnlte;2;4;0
05/12/2016;eticsearch;ES;a3ulte;4;3;0
06/12/2016;eticsearch;ES;k05ts_a;4;4;0
07/12/2016;eticsearch;ES;klte;2;2;0
08/12/2016;eticsearch;ES;HWVNS-H;3;1;0
09/12/2016;eticsearch;ES;PIXI3-5;3;0;0
10/12/2016;eticsearch;ES;YT3;1;3;0
12/12/2016;eticsearch;ES;hwY635;4;0;0
13/12/2016;eticsearch;ES;j3xnlte;5;1;0
14/12/2016;eticsearch;ES;jflte;18;4;0
14/12/2016;eticsearch;GB;s3ve3g;1;0;0
15/12/2016;eticsearch;ES;zerolte;12;5;0
16/12/2016;eticsearch;ES;Aquaris_E5;4;2;0
18/12/2016;eticsearch;ES;D2403;3;0;0
19/12/2016;eticsearch;ES;P839F30;2;3;0
20/12/2016;eticsearch;ES;a3xelte;4;4;0
21/12/2016;eticsearch;ES;athene;3;3;0
22/12/2016;eticsearch;ES;gemini;3;6;0
23/12/2016;eticsearch;ES;j5nlte;2;3;0
25/12/2016;eticsearch;ES;noblelte;1;2;0
28/12/2016;eticsearch;ES;s3ve3g;7;0;0
30/12/2016;eticsearch;ES;s5030;3;1;0
02/07/2017;eticsearch;ES;OnePlus2;1;0;0
03/07/2017;eticsearch;ES;TB3-710F;4;3;0
04/07/2017;eticsearch;ES;jflte;1;1;0
05/07/2017;eticsearch;ES;slte;4;1;0
06/07/2017;eticsearch;ES;a3ulte;2;2;0
08/07/2017;eticsearch;ES;hlte;1;0;0
10/07/2017;eticsearch;ES;bq_Aquaris57;2;2;0
11/07/2017;eticsearch;ES;hero2lte;5;1;0
12/07/2017;eticsearch;ES;zenlte;2;3;0
13/07/2017;eticsearch;ES;HWCUN-L6735;2;1;0
14/07/2017;eticsearch;ES;hero2lte;1;0;0
16/07/2017;eticsearch;ES;hwALE-H;1;1;0
18/07/2017;eticsearch;ES;m13g;6;1;0
19/07/2017;eticsearch;ES;a3ulte;5;0;0
20/07/2017;eticsearch;ES;a5ulte;4;0;0
24/07/2017;eticsearch;ES;coreprimevelte;1;0;0
25/07/2017;eticsearch;ES;hwALE-H;3;0;0
26/07/2017;eticsearch;ES;j3xnlte;3;1;0
27/07/2017;eticsearch;ES;j5xnlte;5;0;0
28/07/2017;eticsearch;ES;HWCAM-H;3;1;0
29/07/2017;eticsearch;ES;ASUS_Z017D_1;1;2;0
31/07/2017;eticsearch;ES;HWVNS-H;3;2;0
03/04/2017;eticsearch;ES;a5ulte;5;4;0
04/04/2017;eticsearch;ES;herolte;2;3;0
05/04/2017;eticsearch;ES;jflte;4;3;0
06/04/2017;eticsearch;ES;ks01lte;5;3;0
07/04/2017;eticsearch;ES;HWCUN-L6735;2;0;0
08/04/2017;eticsearch;ES;coreprimevelte;1;0;0
09/04/2017;eticsearch;ES;h1;1;2;0
10/04/2017;eticsearch;ES;j3xnlte;3;1;0
11/04/2017;eticsearch;ES;zeroflte;5;3;0
12/04/2017;eticsearch;ES;zerolte;2;3;0
17/04/2017;eticsearch;ES;herolte;2;1;0
18/04/2017;eticsearch;ES;hero2lte;5;3;0
19/04/2017;eticsearch;ES;hlte;5;2;0
20/04/2017;eticsearch;ES;Aquaris_M5;2;1;0
21/04/2017;eticsearch;ES;D6603;1;3;0
24/04/2017;eticsearch;ES;HWCUN-L6735;2;2;0
25/04/2017;eticsearch;ES;a5xelte;6;3;0
26/04/2017;eticsearch;ES;hwALE-H;5;2;0
27/04/2017;eticsearch;ES;hwp7;3;2;0
28/04/2017;eticsearch;ES;kanas3gnfc;9;2;0
29/04/2017;eticsearch;ES;P182A10;2;4;0
01/03/2017;eticsearch;ES;YT3;6;4;0
02/03/2017;eticsearch;ES;a3xelte;6;3;0
03/03/2017;eticsearch;ES;hero2lte;5;3;0
05/03/2017;eticsearch;ES;HWVTR;3;1;0
06/03/2017;eticsearch;ES;j5xnlte;5;2;0
07/03/2017;eticsearch;ES;mk6pn;7;1;0
08/03/2017;eticsearch;ES;Aquaris_X5;4;2;0
09/03/2017;eticsearch;ES;gtexswifi;9;1;0
10/03/2017;eticsearch;ES;m216n;3;1;0
12/03/2017;eticsearch;ES;OnePlus3;1;2;0
13/03/2017;eticsearch;ES;HWVTR;2;7;0
14/03/2017;eticsearch;ES;a5y17lte;1;0;0
15/03/2017;eticsearch;ES;d3;6;1;0
16/03/2017;eticsearch;ES;ASUS_Z017D_1;3;2;0
17/03/2017;eticsearch;ES;HWPRA-H;5;4;0
20/03/2017;eticsearch;ES;a3y17lte;6;1;0
21/03/2017;eticsearch;ES;coreprimevelte;8;4;0
22/03/2017;eticsearch;ES;falcon_umts;10;4;0
23/03/2017;eticsearch;ES;hero2lte;2;5;0
24/03/2017;eticsearch;ES;HWVNS-H;3;1;0
28/03/2017;eticsearch;ES;gtaxllte;4;5;0
29/03/2017;eticsearch;ES;j3xnlte;4;4;0
30/03/2017;eticsearch;ES;F5121;4;0;0
31/03/2017;eticsearch;ES;a3ulte;5;3;0
01/11/2016;eticsearch;ES;hwALE-H;649;5;0
02/11/2016;eticsearch;ES;hwp7;650;6;0
03/11/2016;eticsearch;ES;j5y17lte;653;5;0
04/11/2016;eticsearch;ES;tenshi;662;14;0
05/11/2016;eticsearch;ES;Aquaris_M5;663;3;0
06/11/2016;eticsearch;ES;greatlte;659;0;0
07/11/2016;eticsearch;ES;hero2lte;658;6;0
07/11/2016;eticsearch;IT;herolte;1;0;0
08/11/2016;eticsearch;ES;j7xelte;661;10;0
08/11/2016;eticsearch;IT;D6603;1;0;0
09/11/2016;eticsearch;ES;HWVNS-H;664;4;0
09/11/2016;eticsearch;IT;a5y17lte;1;0;0
10/11/2016;eticsearch;ES;j5xnlte;670;8;0
11/11/2016;eticsearch;ES;j7xelte;670;5;0
12/11/2016;eticsearch;ES;F3111;669;0;0
13/11/2016;eticsearch;ES;zeroflte;670;2;0
14/11/2016;eticsearch;ES;harpia;677;12;0
15/11/2016;eticsearch;ES;msm8974;687;11;0
16/11/2016;eticsearch;ES;HWVKY;692;8;0
17/11/2016;eticsearch;ES;j3xnlte;703;11;0
18/11/2016;eticsearch;ES;wilcoxlte;701;6;0
19/11/2016;eticsearch;ES;Aquaris_M10;704;1;0
20/11/2016;eticsearch;ES;trlte;702;0;0
21/11/2016;eticsearch;ES;HWY560-L;703;4;0
22/11/2016;eticsearch;ES;greatlte;710;9;0
23/11/2016;eticsearch;ES;hwALE-H;722;15;0
24/11/2016;eticsearch;ES;hero2lte;727;10;0
25/11/2016;eticsearch;ES;F5C;730;6;0
26/11/2016;eticsearch;ES;HWEVA;728;1;0
26/11/2016;eticsearch;US;lv1;1;0;0
27/11/2016;eticsearch;ES;dream2lte;727;3;0
27/11/2016;eticsearch;KH;hero2lte;1;0;0
27/11/2016;eticsearch;US;j5y17lte;1;0;0
28/11/2016;eticsearch;ES;trlte;736;10;0
28/11/2016;eticsearch;US;dreamlte;1;0;0
29/11/2016;eticsearch;ES;j3xnlte;739;7;0
29/11/2016;eticsearch;US;m216n;1;0;0
30/11/2016;eticsearch;ES;a5y17lte;743;6;0
30/11/2016;eticsearch;US;greatlte;1;0;0
19/09/2016;eticsearch;ES;HWVIE;1;1;0
26/09/2016;eticsearch;ES;coreprimevelte;2;2;0
27/09/2016;eticsearch;ES;a3xelte;2;0;0
28/09/2016;eticsearch;ES;tenshi;24;22;0
29/09/2016;eticsearch;ES;HWVIE;188;183;0
30/09/2016;eticsearch;ES;a3ulte;304;139;0
01/04/2018;eticsearch;ES;greatlte;2;1;0
02/04/2018;eticsearch;ES;hwALE-H;4;2;0
03/04/2018;eticsearch;ES;a3y17lte;4;1;0
04/04/2018;eticsearch;ES;c50n;6;2;0
05/04/2018;eticsearch;ES;j5xnlte;2;0;0
06/04/2018;eticsearch;ES;jflte;3;0;0
07/04/2018;eticsearch;ES;chaozu;1;0;0
08/04/2018;eticsearch;ES;hero2lte;2;2;0
09/04/2018;eticsearch;ES;j5xnlte;3;1;0
10/04/2018;eticsearch;ES;j5y17lte;5;2;0
11/04/2018;eticsearch;ES;klte;2;1;0
12/04/2018;eticsearch;ES;HWPRA-H;5;5;0
14/04/2018;eticsearch;ES;a5xelte;2;2;0
15/04/2018;eticsearch;ES;dreamlte;1;2;0
01/02/2017;eticsearch;ES;j3xnlte;3;6;0
02/02/2017;eticsearch;ES;klte;6;0;0
03/02/2017;eticsearch;ES;chaozu;6;2;0
04/02/2017;eticsearch;ES;dream2lte;1;1;0
06/02/2017;eticsearch;ES;herolte;7;4;0
07/02/2017;eticsearch;ES;hwY635;5;2;0
08/02/2017;eticsearch;ES;j5xnlte;3;3;0
09/02/2017;eticsearch;ES;j5y17lte;6;5;0
10/02/2017;eticsearch;ES;zerolte;7;3;0
11/02/2017;eticsearch;ES;HWPRA-H;1;4;0
12/02/2017;eticsearch;ES;PIXI4_5_4G;1;0;0
13/02/2017;eticsearch;ES;a5y17lte;2;2;0
14/02/2017;eticsearch;ES;taidos_row;6;1;0
15/02/2017;eticsearch;ES;Aquaris_M55;4;0;0
16/02/2017;eticsearch;ES;HWSLA-Q;6;2;0
17/02/2017;eticsearch;ES;chaozu;3;2;0
18/02/2017;eticsearch;ES;j3xnlte;1;1;0
19/02/2017;eticsearch;ES;m216n;1;1;0
20/02/2017;eticsearch;ES;gt510wifi;7;2;0
21/02/2017;eticsearch;ES;herolte;13;3;0
22/02/2017;eticsearch;ES;F5121;6;2;0
23/02/2017;eticsearch;ES;HWMLA;6;3;0
24/02/2017;eticsearch;ES;HWPRA-H;10;4;0
25/02/2017;eticsearch;ES;hlte;1;2;0
26/02/2017;eticsearch;ES;hwALE-H;1;2;0
27/02/2017;eticsearch;DE;j5y17lte;2;1;0
28/02/2017;eticsearch;ES;D6503;3;2;0
01/09/2017;eticsearch;DE;dreamlte;3;2;0
02/09/2017;eticsearch;ES;hero2lte;3;4;0
03/09/2017;eticsearch;DE;mido;1;1;0
04/09/2017;eticsearch;ES;j7y17lte;3;2;0
05/09/2017;eticsearch;DE;mlv5n;6;2;0
06/09/2017;eticsearch;ES;Aquaris_M5;3;4;0
07/09/2017;eticsearch;JP;D6503;2;5;0
08/09/2017;eticsearch;DE;dream2lte;1;2;0
09/09/2017;eticsearch;ES;santoni;2;1;0
10/09/2017;eticsearch;JP;HWPRA-H;1;2;0
13/09/2017;eticsearch;DE;YT3;6;6;0
14/09/2017;eticsearch;ES;j5xnlte;7;2;0
15/09/2017;eticsearch;JP;zeroflte;2;2;0
16/09/2017;eticsearch;ES;hero2lte;2;2;0
17/09/2017;eticsearch;NL;hwALE-H;1;1;0
18/09/2017;eticsearch;ES;j5xnlte;2;1;0
20/09/2017;eticsearch;NL;tissot_sprout;1;1;0
21/09/2017;eticsearch;ES;G3311;1;2;0
24/09/2017;eticsearch;NL;HWVNS-H;1;1;0
25/09/2017;eticsearch;ES;a3ulte;2;1;0
26/09/2017;eticsearch;NL;a3xelte;1;0;0
27/09/2017;eticsearch;ES;zeroflte;3;2;0
28/09/2017;eticsearch;ES;dreamlte;4;1;0
29/09/2017;eticsearch;ES;Aquaris_M5;4;2;0
